,ref,company,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,rating,counts_of_ingredients,beans,cocoa_butter,vanilla,lecithin,salt,sugar,sweetener_without_sugar,first_taste,second_taste,third_taste,fourth_taste,lat,lon
325,1231,Bright,Australia,2014,Dominican republic,Marabel Farms,70,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,spicy,black pepper,banana,,0,0
326,1231,Bright,Australia,2014,Ecuador,"Camino Verde, Balao, Guayas",72,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,floral,banana,,,0,0
327,1231,Bright,Australia,2014,Madagascar,Somia Plantation,72,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet,mild molasses,bland,,0,0
328,1235,Bright,Australia,2014,Trinidad,Gran Couva,68,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,sweet,metallic,,0,0
329,1638,Britarev,Russia,2015,Ecuador,Ecuador,70,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,powdery,floral,molasses,,0,0
330,1181,Bronx Grrl Chocolate,U.S.A,2013,Dominican republic,Dominican Republic,68,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,sweet,brownie,,0,0
331,2052,Bullion,U.k.,2018,Guatemala,"Lanquin, No.3, Batch 21, 2016",70,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,roasty and under refined,,,,0,0
332,2052,Bullion,U.k.,2018,Bolivia,"Alto Beni, No.2, Batch 17, 2016",70,2.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dirt,earthy,floral,,0,0
333,1299,Burnt Fork Bend,U.S.A,2014,Ecuador,"Mindo, batch 01040914",72,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,floral,mild citrus,orange,,0,0
334,1299,Burnt Fork Bend,U.S.A,2014,Trinidad,"Trinidad, batch 05050114",72,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,high roast,coffee,spicy,,0,0
335,1303,Burnt Fork Bend,U.S.A,2014,Belize,Belize,72,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,roasty,fruit,mild metallic,,0,0
336,1303,Burnt Fork Bend,U.S.A,2014,Blend,Blend,72,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,coffee,high roast,spicy,,0,0
337,1323,Burnt Fork Bend,U.S.A,2014,Ecuador,"Ecuador, Bob Bar",60,2.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet,sour dairy,,,0,0
338,2314,By Cacao,South korea,2019,Ecuador,Ecuador,70,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smokey,sour,,,0,0
339,2274,Cacai Cacao,Taiwan,2019,Philippines,Davao,70,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,base cocoa w/ palm notes,,,,0,0
340,2274,Cacai Cacao,Taiwan,2019,Taiwan,Pingtung,70,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,molasses,sour notes,,,0,0
341,2266,Cacao 70,Canada,2019,Bolivia,Beniano,70,3.75,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,subtle but refreshing,,,,0,0
342,2266,Cacao 70,Canada,2019,Guatemala,Asochivite,70,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,vegetal,unique,,,0,0
343,2330,Cacao 70,Canada,2019,Guatemala,"Monte Grande, lot 001180312",70,3,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,off pungent,grassy,melon,,0,0
344,1606,Cacao Arabuco,Puerto rico,2015,Puerto rico,Puerto Rico,70,2.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dirt,floral,sweet,,0,0
345,502,Cacao Atlanta,U.S.A,2010,Dominican republic,Dominican Republic w/ nibs,75,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,burnt wood,,,0,0
346,502,Cacao Atlanta,U.S.A,2010,Dominican republic,"Dominican Republic, ""Love Bar""",75,2.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,oily,buttery,intense,,0,0
347,600,Cacao Atlanta,U.S.A,2010,Venezuela,Patanemo,75,2.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,over roasted,bitter,nutty,,0,0
348,1215,Cacao Atlanta,U.S.A,2014,Peru,Tumbes,75,2.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,roasty,almost burnt,intense,,0,0
349,147,Cacao Barry,France,2007,Mexico,Mexico,66,3,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,woody,cocoa,,0,0
350,141,Cacao Barry,France,2007,Venezuela,Venezuela,72,2,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,dairy,cocoa,,0,0
351,300,Cacao Barry,France,2008,Tanzania,Tanzania,75,2,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dry,flat flavor,astringent,,0,0
352,586,Cacao Barry,France,2010,Dominican republic,Santo Domingo,70,3,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,spice,fruit medley,roasty,,0,0
353,1716,Cacao Barry,France,2016,Haiti,Grand 'Anse,65,3.5,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,sweet,citrus,,0,0
354,2226,Cacao Betulia,Switzerland,2018,Colombia,"H. Betulia, Antioquia, B6",72,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,light color,creamy,hazelnut,,0,0
355,2230,Cacao Betulia,Switzerland,2018,Colombia,"H. Betulia, Antioquia, B9",72,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,light color,dirty,astringent,,0,0
356,2226,Cacao Betulia,Switzerland,2018,Colombia,"H. Betulia, Antioquia, B8",72,2.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,light color,dirty,musty,,0,0
357,1395,Cacao de Origen,Venezuela,2014,Venezuela,"Chuao, Aragua region, H. La Trinidad",70,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fruity,nutty,brownie,,0,0
358,1391,Cacao de Origen,Venezuela,2014,Venezuela,"Chuao, Aragua region, H. La Trinidad",75,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,bright fruit,strawberry,,,0,0
359,1391,Cacao de Origen,Venezuela,2014,Venezuela,"Macuare; Miranda; Chloe formula, H. La Trinidad",74,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,intense,leathery,,0,0
360,1391,Cacao de Origen,Venezuela,2014,Venezuela,"Agua Fria; Sucre region, H. La Trinidad",75,2.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,earthy,fuel,,0,0
361,1688,Cacao de Origen,Venezuela,2015,Venezuela,Chuao,77,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,assertive,fruity,acidic,,0,0
362,1668,Cacao de Origen,Venezuela,2015,Venezuela,Hacienda la Trinidad,74,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,black licorice,nutty,,0,0
363,1692,Cacao de Origen,Venezuela,2015,Venezuela,Rio Caribe,75,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,spicy,nutty,ends sour,,0,0
364,2238,Cacao de Origen,Venezuela,2018,Venezuela,Carupano Pintao,75,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,chalky,earthy,,0,0
365,2278,Cacao de Origen,Venezuela,2019,Venezuela,Canoabo,70,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,raspberry,dirty,sour,,0,0
366,2278,Cacao de Origen,Venezuela,2019,Venezuela,"Barlovento, Familia Rojas",75,2.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,high astringent,sandy,grass,,0,0
367,1430,Cacao Hunters,Colombia,2014,Colombia,Sierra Nevada,64,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,marshmallow,fruit,,0,0
368,1430,Cacao Hunters,Colombia,2014,Colombia,Tumaco,70,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,earthy,woody,smoke,,0,0
369,1434,Cacao Hunters,Colombia,2014,Colombia,Arauca,70,3.25,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,spice,,,0,0
370,1434,Cacao Hunters,Colombia,2014,Colombia,"Boyaca, Aprocampa Coop, Pauna",69,2.75,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,green,vegetal,soil,fuel,0,0
371,1662,Cacao Hunters,Colombia,2015,Colombia,Arhuacos,72,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,rich,nutty,acidic,,0,0
372,1816,Cacao Hunters,Colombia,2016,Colombia,Macondo,71,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,distinct,short,dried fruit,,0,0
373,1816,Cacao Hunters,Colombia,2016,Colombia,Perla Negra,74,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,mild cocoa,astringent,,,0,0
374,1860,Cacao Market,U.S.A,2016,Honduras,"Jutiapa, lot 050916D",70,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,deep cocoa,fatty,dairy,,0,0
375,641,Cacao Prieto,U.S.A,2011,Dominican republic,Dominican Republic,66,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,blueberry,black pepper,,0,0
376,647,Cacao Prieto,U.S.A,2011,Dominican republic,"Dominican Republic, rustic",65,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,rustic,gritty,sweet,fruit,0,0
377,641,Cacao Prieto,U.S.A,2011,Dominican republic,"Dominican Republicm, rustic",72,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,rustic,sweet,one dimensional,,0,0
378,991,Cacao Prieto,U.S.A,2012,Dominican republic,"Criollo, Dominican Republic",72,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,oily,cherry,rich cocoa,,0,0
379,336,Cacao Sampaka,Spain,2009,Mexico,"Porcelana, Tabasco, La Joya",70,4,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,distinct lemon,,,,0,0
380,346,Cacao Sampaka,Spain,2009,Mexico,"Xoconusco, Chiapas, cacao Real",70,4,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,nutty,banana,rich,0,0
381,523,Cacao Sampaka,Spain,2010,Papua new guinea,Papua,71,4,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,mild spice,cocoa,,0,0
382,523,Cacao Sampaka,Spain,2010,Ecuador,Ecuador,71,3.75,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,mild spice,hazelnut,,0,0
383,508,Cacao Sampaka,Spain,2010,Madagascar,Madagascar,71,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,earthy,dark roast,,0,0
384,537,Cacao Sampaka,Spain,2010,Venezuela,Venezuela,71,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,fudge-like,nutty,,0,0
385,537,Cacao Sampaka,Spain,2010,Venezuela,Venezuela,77,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,roasty,rich cocoa,,0,0
386,537,Cacao Sampaka,Spain,2010,Grenada,Grenada,71,3.25,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,silky,Andes mint,off nutty,,0,0
387,1908,Cacao Sampaka,Spain,2016,Congo,"Mahali, Kasai",70,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,rich,cherries,acidic,,0,0
388,1684,Cacao Store,Japan,2015,Vietnam,Vietnam,70,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,balanced,dairy,spicy,,0,0
389,1684,Cacao Store,Japan,2015,Peru,Peru,70,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dried fruit,sour,nutella,,0,0
390,1684,Cacao Store,Japan,2015,Madagascar,Madagascar,70,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sour milk,off,late tart,,0,0
391,2378,Cacaosuyo,Peru,2019,Peru,Chuncho-Cuzco,70,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,ripe grapes,very acidic,,,0,0
392,1173,Cacaosuyo (Theobroma Inversiones),Peru,2013,Peru,Piura,70,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,molasses,,,0,0
393,237,Cacaoyere (Ecuatoriana),Ecuador,2008,Ecuador,Amazonia,63,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,sweet,bold citrus,,0,0
394,237,Cacaoyere (Ecuatoriana),Ecuador,2008,Ecuador,Esmeraldas,71,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dry,spicy,fruity,,0,0
395,245,Cacaoyere (Ecuatoriana),Ecuador,2008,Ecuador,Bolivar,82,2.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,cloying,fatty,bitter,,0,0
396,259,Cacaoyere (Ecuatoriana),Ecuador,2008,Ecuador,Pichincha,91,1.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,klingy,hint of fruit,very bitter,,0,0
397,765,C-Amaro,Italy,2011,Trinidad,Trinidad,70,2.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,burnt coffee,fatty,,,0,0
398,749,C-Amaro,Italy,2011,Sao tome,Sao Tome,78,2.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,burnt up front,,,,0,0
399,809,C-Amaro,Italy,2012,Venezuela,Venezuela,80,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,ashey,coffee,,0,0
400,1185,C-Amaro,Italy,2013,Ecuador,Ecuador,100,3.5,1,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_not_sweetener_without_sugar,fatty,controlled bitter,fruit,,0,0
401,1442,C-Amaro,Italy,2014,Blend,"Lago di Como, Blu",70,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,oily surface,berry,cream,,0,0
402,1442,C-Amaro,Italy,2014,Dominican republic,Dominican Republic,72,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,fatty,brownie,,0,0
403,1442,C-Amaro,Italy,2014,Cuba,Cuba,75,2.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,ashey,earthen,,0,0
404,1808,Cao,U.S.A,2016,Brazil,Brazil,70,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dairy,chocolate,mild fruit,,0,0
405,1804,Cao,U.S.A,2016,Venezuela,"Porcelana, Batch 5163",70,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,strong nutty with off notes,,,,0,0
406,1808,Cao,U.S.A,2016,Bolivia,Bolivia,75,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,bold,cherry,,0,0
407,1804,Cao,U.S.A,2016,Tanzania,Tanzania,73,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet,acidic,fatty,,0,0
408,1804,Cao,U.S.A,2016,Venezuela,Porcelana,75,2.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,burnt,fuel,,0,0
409,269,Caoni (Tulicorp),Ecuador,2008,Ecuador,Esmeraldas,55,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,sweet,spicy,,0,0
410,269,Caoni (Tulicorp),Ecuador,2008,Ecuador,Los Rios,55,3.25,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sticky,sweet,grassy,,0,0
411,266,Caoni (Tulicorp),Ecuador,2008,Ecuador,Manabi,55,3,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet,floral,yogurt,,0,0
412,245,Caoni (Tulicorp),Ecuador,2008,Ecuador,Los Rios,77,2.75,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,crumbly,cinamon,,,0,0
413,237,Caoni (Tulicorp),Ecuador,2008,Ecuador,Manabi,77,2.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,perfume,chemical off note,,,0,0
414,237,Caoni (Tulicorp),Ecuador,2008,Ecuador,Esmeraldas,77,2,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,grainy,intense,bitter,,0,0
415,1263,Captain Pembleton,New zealand,2014,Papua new guinea,Kulili Estate,70,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,tart,malt,mild smoke,,0,0
416,1263,Captain Pembleton,New zealand,2014,Papua new guinea,"Saidor Estate, Madang P.",70,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,mild smoke,melon,,,0,0
417,841,Caribeans,Costa rica,2012,Costa rica,Costa Rica,72,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,woody,coffee,,0,0
